pollno,race,year,location,type_simple,type_detail,pollster,partisan,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment
5385897,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Clout Research/Wenzel Strategies,NA,10/20/12,1000,Democrat,47,Republican,49,NA,-2,11/6/12,51.16,47.28,3.88,5.88,-5.88,0,previously listed as Wenzel Strategies
5385898,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,TCJ Research,NA,10/20/12,1000,Democrat,45.5,Republican,48.6,NA,-3.1,11/6/12,52.83,45.89,6.94,10.04,-10.04,0,NA
5385914,2012_Pres-G_AZ,2012,AZ,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/21/12,500,Democrat,44,Republican,52,NA,-8,11/6/12,44.45,53.48,-9.03,1.03,1.03,1,NA
5385915,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/21/12,500,Democrat,46,Republican,50,NA,-4,11/6/12,51.45,46.09,5.36,9.36,-9.36,0,NA
5385916,2012_Pres-G_CT,2012,CT,Pres-G,Pres-G,Quinnipiac University,NA,10/21/12,1412,Democrat,55,Republican,41,NA,14,11/6/12,58.06,40.72,17.34,3.34,-3.34,1,NA
5385917,2012_Pres-G_CT,2012,CT,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/21/12,500,Democrat,52,Republican,45,NA,7,11/6/12,58.06,40.72,17.34,10.34,-10.34,1,NA
5385918,2012_Pres-G_CT,2012,CT,Pres-G,Pres-G,SurveyUSA,NA,10/21/12,575,Democrat,53,Republican,40,NA,13,11/6/12,58.06,40.72,17.34,4.34,-4.34,1,NA
5385919,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/21/12,500,Democrat,48,Republican,48,NA,0,11/6/12,51.99,46.18,5.81,5.81,-5.81,0.5,NA
5385920,2012_Pres-G_MN,2012,MN,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/21/12,500,Democrat,51,Republican,46,NA,5,11/6/12,52.65,44.96,7.69,2.69,-2.69,1,NA
5385921,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,"National Research, Inc.",NA,10/21/12,600,Democrat,47,Republican,48,NA,-1,11/6/12,48.35,50.39,-2.04,1.04,1.04,1,aka National Research/Civitas
5385922,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,American Research Group,NA,10/21/12,600,Democrat,47,Republican,49,NA,-2,11/6/12,51.98,46.4,5.58,7.58,-7.58,0,NA
5385923,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,American Research Group,NA,10/21/12,600,Democrat,49,Republican,47,NA,2,11/6/12,52.36,45.68,6.68,4.68,-4.68,1,NA
5385924,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,SurveyUSA,NA,10/21/12,609,Democrat,47,Republican,44,NA,3,11/6/12,50.58,47.6,2.98,0.02,0.02,1,NA
5385925,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,University of Cincinnati (Ohio Poll),NA,10/21/12,1015,Democrat,49,Republican,49,NA,0,11/6/12,50.58,47.6,2.98,2.98,-2.98,0.5,NA
5385926,2012_Pres-G_OK,2012,OK,Pres-G,Pres-G,SoonerPoll.com,NA,10/21/12,305,Democrat,32.7,Republican,58.6,NA,-25.9,11/6/12,33.23,66.77,-33.54,7.64,7.64,1,NA
5385927,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,Gravis Marketing,NA,10/21/12,887,Democrat,48,Republican,45,NA,3,11/6/12,51.96,46.58,5.38,2.38,-2.38,1,NA
5385928,2012_Pres-G_US,2012,US,Pres-G,Pres-G,GfK Group,NA,10/21/12,839,Democrat,45,Republican,47,NA,-2,11/6/12,51.01,47.15,3.86,5.86,-5.86,0,NA
5385929,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Public Policy Polling,NA,10/21/12,1200,Democrat,47,Republican,49,NA,-2,11/6/12,51.01,47.15,3.86,5.86,-5.86,0,NA
5385930,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/21/12,1500,Democrat,46,Republican,50,NA,-4,11/6/12,51.01,47.15,3.86,7.86,-7.86,0,NA
5385931,2012_Pres-G_US,2012,US,Pres-G,Pres-G,YouGov,NA,10/21/12,803,Democrat,48,Republican,46,NA,2,11/6/12,51.01,47.15,3.86,1.86,-1.86,1,NA
5385943,2012_Pres-G_MA,2012,MA,Pres-G,Pres-G,MassINC Polling Group,NA,10/22/12,516,Democrat,56,Republican,36,NA,20,11/6/12,60.67,37.52,23.15,3.15,-3.15,1,NA
5385944,2012_Pres-G_MD,2012,MD,Pres-G,Pres-G,OpinionWorks,NA,10/22/12,801,Democrat,55,Republican,36,NA,19,11/6/12,61.97,35.9,26.07,7.07,-7.07,1,NA
5385945,2012_Pres-G_NM,2012,NM,Pres-G,Pres-G,Public Opinion Strategies,NA,10/22/12,500,Democrat,47,Republican,42,6,5,11/6/12,52.99,42.84,10.15,5.15,-5.15,1,NA
5385946,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Lake Research Partners,NA,10/22/12,600,Democrat,46,Republican,44,NA,2,11/6/12,50.58,47.6,2.98,0.98,-0.98,1,aka Lake Research Partners
5385947,2012_Pres-G_US,2012,US,Pres-G,Pres-G,ABC News/Washington Post,NA,10/22/12,1394,Democrat,48,Republican,49,NA,-1,11/6/12,51.01,47.15,3.86,4.86,-4.86,0,NA
5385948,2012_Pres-G_US,2012,US,Pres-G,Pres-G,CVOTER International,NA,10/22/12,1179,Democrat,48,Republican,47,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,NA
5385949,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Consumer Surveys,NA,10/22/12,1499,Democrat,46.9,Republican,45.2,NA,1.7,11/6/12,51.01,47.15,3.86,2.16,-2.16,1,NA
5385950,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/22/12,827,Democrat,49,Republican,46,NA,3,11/6/12,51.16,47.28,3.88,0.88,-0.88,1,aka JZ Analytics (online)
5385958,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,"Susquehanna Polling & Research, Inc.",NA,10/23/12,1001,Democrat,46,Republican,51,NA,-5,11/6/12,49.9,49.03,0.87,5.87,-5.87,0,NA
5385959,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,University of Iowa,NA,10/23/12,307,Democrat,44.4,Republican,45.2,NA,-0.8,11/6/12,51.99,46.18,5.81,6.61,-6.61,0,NA
5385960,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,Baydoun Consulting,NA,10/23/12,1122,Democrat,46.92,Republican,46.56,NA,0.36,11/6/12,54.04,44.58,9.46,9.1,-9.1,1,aka FMW/Baydoun Consulting
5385961,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/23/12,500,Democrat,48,Republican,50,NA,-2,11/6/12,51.98,46.4,5.58,7.58,-7.58,0,NA
5385962,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,Public Policy Polling,NA,10/23/12,636,Democrat,50,Republican,47,3,3,11/6/12,52.36,45.68,6.68,3.68,-3.68,1,NA
5385963,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/23/12,500,Democrat,50,Republican,48,NA,2,11/6/12,52.36,45.68,6.68,4.68,-4.68,1,NA
5385964,2012_Pres-G_NY,2012,NY,Pres-G,Pres-G,Siena College,NA,10/23/12,750,Democrat,59,Republican,35,NA,24,11/6/12,63.35,35.17,28.18,4.18,-4.18,1,NA
5385965,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/23/12,1000,Democrat,47,Republican,47,NA,0,11/6/12,50.58,47.6,2.98,2.98,-2.98,0.5,aka Pulse Opinion Research
5385966,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/23/12,750,Democrat,48,Republican,48,NA,0,11/6/12,50.58,47.6,2.98,2.98,-2.98,0.5,NA
5385967,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Time/Abt SRBI,NA,10/23/12,783,Democrat,49,Republican,44,NA,5,11/6/12,50.58,47.6,2.98,2.02,2.02,1,NA
5385968,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/23/12,1000,Democrat,50,Republican,44,NA,6,11/6/12,51.96,46.58,5.38,0.62,0.62,1,aka Pulse Opinion Research
5385969,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Consumer Surveys,NA,10/23/12,1726,Democrat,46.2,Republican,44.7,NA,1.5,11/6/12,51.01,47.15,3.86,2.36,-2.36,1,NA
5385970,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/23/12,1000,Democrat,48,Republican,48,NA,0,11/6/12,51.16,47.28,3.88,3.88,-3.88,0.5,aka Pulse Opinion Research
5385971,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/23/12,832,Democrat,49,Republican,47,NA,2,11/6/12,51.16,47.28,3.88,1.88,-1.88,1,aka JZ Analytics (online)
5385972,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/23/12,1000,Democrat,48,Republican,47,NA,1,11/6/12,52.83,45.89,6.94,5.94,-5.94,1,aka Pulse Opinion Research
5385991,2012_Pres-G_CA,2012,CA,Pres-G,Pres-G,Field Research Corporation (Field Poll),NA,10/24/12,1566,Democrat,54,Republican,39,NA,15,11/6/12,60.16,37.07,23.09,8.09,-8.09,1,NA
5385992,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Grove Insight,NA,10/24/12,500,Democrat,46,Republican,43,NA,3,11/6/12,51.45,46.09,5.36,2.36,-2.36,1,NA
5385993,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,"Keating Research, Inc.",NA,10/24/12,502,Democrat,48,Republican,45,NA,3,11/6/12,51.45,46.09,5.36,2.36,-2.36,1,NA
5385994,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Marist College,NA,10/24/12,1128,Democrat,48,Republican,48,NA,0,11/6/12,51.45,46.09,5.36,5.36,-5.36,0.5,aka NBC/Marist
5385995,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Public Policy Polling,NA,10/24/12,904,Democrat,50,Republican,46.5,2,3.5,11/6/12,51.45,46.09,5.36,1.86,-1.86,1,NA
5385996,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Purple Strategies,NA,10/24/12,600,Democrat,47,Republican,46,NA,1,11/6/12,51.45,46.09,5.36,4.36,-4.36,1,NA
5385997,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Gravis Marketing,NA,10/24/12,1182,Democrat,49,Republican,50,NA,-1,11/6/12,49.9,49.03,0.87,1.87,-1.87,0,NA
5385998,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Grove Insight,NA,10/24/12,600,Democrat,47,Republican,45,NA,2,11/6/12,49.9,49.03,0.87,1.13,1.13,1,NA
5385999,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Gravis Marketing,NA,10/24/12,517,Democrat,50,Republican,46,NA,4,11/6/12,51.99,46.18,5.81,1.81,-1.81,1,NA
5386000,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Public Policy Polling,NA,10/24/12,690,Democrat,49,Republican,47,NA,2,11/6/12,51.99,46.18,5.81,3.81,-3.81,1,NA
5386001,2012_Pres-G_MN,2012,MN,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/24/12,800,Democrat,47,Republican,44,NA,3,11/6/12,52.65,44.96,7.69,4.69,-4.69,1,NA
5386002,2012_Pres-G_MO,2012,MO,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/24/12,625,Democrat,41,Republican,54,NA,-13,11/6/12,44.28,53.64,-9.36,3.64,-3.64,1,NA
5386003,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,Elon University,NA,10/24/12,1238,Democrat,45.4,Republican,45.3,NA,0.1,11/6/12,48.35,50.39,-2.04,2.14,2.14,0,NA
5386004,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,Gravis Marketing,NA,10/24/12,1723,Democrat,45,Republican,53,NA,-8,11/6/12,48.35,50.39,-2.04,5.96,-5.96,1,NA
5386005,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,Grove Insight,NA,10/24/12,500,Democrat,47,Republican,44,NA,3,11/6/12,48.35,50.39,-2.04,5.04,5.04,0,NA
5386006,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,Public Policy Polling,NA,10/24/12,880,Democrat,48,Republican,48,NA,0,11/6/12,48.35,50.39,-2.04,2.04,2.04,0.5,NA
5386007,2012_Pres-G_NE,2012,NE,Pres-G,Pres-G,"Wiese Research Associates, Inc.",NA,10/24/12,800,Democrat,38,Republican,52,NA,-14,11/6/12,38.03,59.8,-21.77,7.77,7.77,1,aka Omaha World-Herald
5386008,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,New England College,NA,10/24/12,571,Democrat,49,Republican,46,NA,3,11/6/12,51.98,46.4,5.58,2.58,-2.58,1,NA
5386009,2012_Pres-G_NJ,2012,NJ,Pres-G,Pres-G,Philadelphia Inquirer,NA,10/24/12,601,Democrat,51,Republican,41,NA,10,11/6/12,58.25,40.5,17.75,7.75,-7.75,1,NA
5386010,2012_Pres-G_NM,2012,NM,Pres-G,Pres-G,Public Policy Polling,NA,10/24/12,727,Democrat,53,Republican,44,NA,9,11/6/12,52.99,42.84,10.15,1.15,-1.15,1,NA
5386011,2012_Pres-G_NM,2012,NM,Pres-G,Pres-G,"Research & Polling, Inc.",NA,10/24/12,650,Democrat,50,Republican,41,5,9,11/6/12,52.99,42.84,10.15,1.15,-1.15,1,NA
5386012,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,CallFire,NA,10/24/12,909,Democrat,50,Republican,46,NA,4,11/6/12,52.36,45.68,6.68,2.68,-2.68,1,NA
5386013,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,Gravis Marketing,NA,10/24/12,955,Democrat,50,Republican,49,NA,1,11/6/12,52.36,45.68,6.68,5.68,-5.68,1,NA
5386014,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,Marist College,NA,10/24/12,1042,Democrat,50,Republican,47,NA,3,11/6/12,52.36,45.68,6.68,3.68,-3.68,1,aka NBC/Marist
5386015,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,TCJ Research,NA,10/24/12,1000,Democrat,48.6,Republican,47.6,NA,1,11/6/12,52.36,45.68,6.68,5.68,-5.68,1,NA
5386016,2012_Pres-G_NY,2012,NY,Pres-G,Pres-G,SurveyUSA,NA,10/24/12,554,Democrat,62,Republican,33,NA,29,11/6/12,63.35,35.17,28.18,0.82,0.82,1,NA
5386017,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,American Research Group,NA,10/24/12,600,Democrat,49,Republican,47,NA,2,11/6/12,50.58,47.6,2.98,0.98,-0.98,1,NA
5386018,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/24/12,741,Democrat,49,Republican,45,4,4,11/6/12,50.58,47.6,2.98,1.02,1.02,1,NA
5386019,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Mellman Group,NA,10/24/12,600,Democrat,49,Republican,44,NA,5,11/6/12,50.58,47.6,2.98,2.02,2.02,1,NA
5386020,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Purple Strategies,NA,10/24/12,600,Democrat,46,Republican,44,NA,2,11/6/12,50.58,47.6,2.98,0.98,-0.98,1,NA
5386021,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,Philadelphia Inquirer,NA,10/24/12,600,Democrat,49,Republican,43,NA,6,11/6/12,51.96,46.58,5.38,0.62,0.62,1,NA
5386022,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/24/12,500,Democrat,51,Republican,46,NA,5,11/6/12,51.96,46.58,5.38,0.38,-0.38,1,NA
5386023,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,TCJ Research,NA,10/24/12,1000,Democrat,48.5,Republican,47.6,NA,0.9,11/6/12,51.96,46.58,5.38,4.48,-4.48,1,NA
5386024,2012_Pres-G_US,2012,US,Pres-G,Pres-G,George Washington University (Battleground),NA,10/24/12,1000,Democrat,49,Republican,48,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,aka Politico/George Washington U.
5386025,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Ipsos,NA,10/24/12,1237,Democrat,47,Republican,46,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,"previously listed as Ipsos, online"
5386026,2012_Pres-G_US,2012,US,Pres-G,Pres-G,NPR,NA,10/24/12,1000,Democrat,47,Republican,48,NA,-1,11/6/12,51.01,47.15,3.86,4.86,-4.86,0,Democracy Corps + Resurgent Republic
5386027,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Public Policy Polling,NA,10/24/12,1200,Democrat,48,Republican,48,NA,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,NA
5386028,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/24/12,1500,Democrat,47,Republican,50,NA,-3,11/6/12,51.01,47.15,3.86,6.86,-6.86,0,NA
5386029,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,ABC News/Washington Post,NA,10/24/12,1228,Democrat,51,Republican,47,NA,4,11/6/12,51.16,47.28,3.88,0.12,0.12,1,Washington Post only
5386030,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Fox News/Anderson Robbins Research/Shaw & Company Research,NA,10/24/12,1126,Democrat,44,Republican,46,NA,-2,11/6/12,51.16,47.28,3.88,5.88,-5.88,0,aka Fox News
5386031,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Public Policy Polling,NA,10/24/12,722,Democrat,51,Republican,46,NA,5,11/6/12,51.16,47.28,3.88,1.12,1.12,1,NA
5386032,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Purple Strategies,NA,10/24/12,600,Democrat,47,Republican,47,NA,0,11/6/12,51.16,47.28,3.88,3.88,-3.88,0.5,NA
5386033,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/24/12,750,Democrat,48,Republican,50,NA,-2,11/6/12,51.16,47.28,3.88,5.88,-5.88,0,NA
5386034,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,TCJ Research,NA,10/24/12,1000,Democrat,47.1,Republican,50.4,NA,-3.3,11/6/12,51.16,47.28,3.88,7.18,-7.18,0,NA
5386035,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/24/12,834,Democrat,48,Republican,48,NA,0,11/6/12,51.16,47.28,3.88,3.88,-3.88,0.5,aka JZ Analytics (online)
5386036,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Public Policy Polling,NA,10/24/12,827,Democrat,51,Republican,45,NA,6,11/6/12,52.83,45.89,6.94,0.94,-0.94,1,NA
5386065,2012_Pres-G_CA,2012,CA,Pres-G,Pres-G,M4 Strategies,NA,10/25/12,2115,Democrat,55.95,Republican,33,NA,22.95,11/6/12,60.16,37.07,23.09,0.14,-0.14,1,NA
5386066,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/25/12,750,Democrat,48,Republican,50,NA,-2,11/6/12,49.9,49.03,0.87,2.87,-2.87,0,NA
5386067,2012_Pres-G_IN,2012,IN,Pres-G,Pres-G,McLaughlin & Associates,NA,10/25/12,600,Democrat,41,Republican,55,NA,-14,11/6/12,43.84,54.04,-10.2,3.8,-3.8,1,NA
5386068,2012_Pres-G_MA,2012,MA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/25/12,500,Democrat,59,Republican,40,NA,19,11/6/12,60.67,37.52,23.15,4.15,-4.15,1,NA
5386069,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/25/12,500,Democrat,46,Republican,52,NA,-6,11/6/12,48.35,50.39,-2.04,3.96,-3.96,1,NA
5386070,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,Grove Insight,NA,10/25/12,500,Democrat,47,Republican,44,NA,3,11/6/12,51.98,46.4,5.58,2.58,-2.58,1,NA
5386071,2012_Pres-G_OR,2012,OR,Pres-G,Pres-G,Hoffman Research Group,NA,10/25/12,615,Democrat,47,Republican,42,NA,5,11/6/12,54.24,42.15,12.09,7.09,-7.09,1,NA
5386072,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Gallup,NA,10/25/12,2700,Democrat,46,Republican,51,NA,-5,11/6/12,51.01,47.15,3.86,8.86,-8.86,0,NA
5386073,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Consumer Surveys,NA,10/25/12,1712,Democrat,47.3,Republican,43.6,NA,3.7,11/6/12,51.01,47.15,3.86,0.16,-0.16,1,NA
5386074,2012_Pres-G_US,2012,US,Pres-G,Pres-G,IBD/TIPP,NA,10/25/12,942,Democrat,45.4,Republican,44.1,NA,1.3,11/6/12,51.01,47.15,3.86,2.56,-2.56,1,NA
5386075,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Roanoke College,NA,10/25/12,638,Democrat,44,Republican,49,NA,-5,11/6/12,51.16,47.28,3.88,8.88,-8.88,0,NA
5386076,2012_Pres-G_WA,2012,WA,Pres-G,Pres-G,University of Washington,NA,10/25/12,632,Democrat,57.1,Republican,36.4,NA,20.7,11/6/12,55.8,41.03,14.77,5.93,5.93,1,NA
5386077,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Grove Insight,NA,10/25/12,500,Democrat,48,Republican,43,NA,5,11/6/12,52.83,45.89,6.94,1.94,-1.94,1,NA
5386078,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/25/12,500,Democrat,49,Republican,49,NA,0,11/6/12,52.83,45.89,6.94,6.94,-6.94,0.5,NA
5386094,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Mellman Group,NA,10/26/12,800,Democrat,49,Republican,47,NA,2,11/6/12,49.9,49.03,0.87,1.13,1.13,1,NA
5386095,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Quinnipiac University,NA,10/26/12,1073,Democrat,48,Republican,47,NA,1,11/6/12,49.9,49.03,0.87,0.13,0.13,1,aka The New York Times/Quinnipiac
5386096,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,SurveyUSA,NA,10/26/12,595,Democrat,47,Republican,47,NA,0,11/6/12,49.9,49.03,0.87,0.87,-0.87,0.5,NA
5386097,2012_Pres-G_HI,2012,HI,Pres-G,Pres-G,Merriman River Group,NA,10/26/12,1218,Democrat,61,Republican,34,NA,27,11/6/12,70.55,27.84,42.71,15.71,-15.71,1,aka Honolulu Civil Beat
5386098,2012_Pres-G_MA,2012,MA,Pres-G,Pres-G,University of New Hampshire,NA,10/26/12,583,Democrat,52,Republican,38,NA,14,11/6/12,60.67,37.52,23.15,9.15,-9.15,1,NA
5386099,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,High Point University,NA,10/26/12,403,Democrat,45,Republican,46,NA,-1,11/6/12,48.35,50.39,-2.04,1.04,1.04,1,NA
5386100,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,Lake Research Partners,NA,10/26/12,400,Democrat,47,Republican,42,4,5,11/6/12,51.98,46.4,5.58,0.58,-0.58,1,aka Lake Research Partners
5386101,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,SurveyUSA,NA,10/26/12,1212,Democrat,50,Republican,46,1,4,11/6/12,52.36,45.68,6.68,2.68,-2.68,1,NA
5386102,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Quinnipiac University,NA,10/26/12,1110,Democrat,50,Republican,45,NA,5,11/6/12,50.58,47.6,2.98,2.02,2.02,1,aka The New York Times/Quinnipiac
5386103,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,Franklin & Marshall College,NA,10/26/12,547,Democrat,49,Republican,45,NA,4,11/6/12,51.96,46.58,5.38,1.38,-1.38,1,NA
5386104,2012_Pres-G_RI,2012,RI,Pres-G,Pres-G,Fleming & Associates,NA,10/26/12,601,Democrat,54,Republican,33,NA,21,11/6/12,62.7,35.24,27.46,6.46,-6.46,1,NA
5386105,2012_Pres-G_US,2012,US,Pres-G,Pres-G,ABC News/Washington Post,NA,10/26/12,1278,Democrat,48,Republican,49,NA,-1,11/6/12,51.01,47.15,3.86,4.86,-4.86,0,NA
5386106,2012_Pres-G_US,2012,US,Pres-G,Pres-G,High Point University,NA,10/26/12,805,Democrat,46,Republican,43,NA,3,11/6/12,51.01,47.15,3.86,0.86,-0.86,1,NA
5386107,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Pew Research Center,NA,10/26/12,1495,Democrat,47,Republican,47,NA,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,NA
5386108,2012_Pres-G_US,2012,US,Pres-G,Pres-G,RAND (American Life Panel),NA,10/26/12,3500,Democrat,50.36,Republican,45.29,NA,5.07,11/6/12,51.01,47.15,3.86,1.21,1.21,1,NA
5386109,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Gravis Marketing,NA,10/26/12,645,Democrat,48,Republican,48,NA,0,11/6/12,51.16,47.28,3.88,3.88,-3.88,0.5,NA
5386110,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Quinnipiac University,NA,10/26/12,1074,Democrat,49,Republican,47,NA,2,11/6/12,51.16,47.28,3.88,1.88,-1.88,1,aka The New York Times/Quinnipiac
5386134,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,American Research Group,NA,10/27/12,600,Democrat,47,Republican,48,NA,-1,11/6/12,51.45,46.09,5.36,6.36,-6.36,0,NA
5386135,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/27/12,770,Democrat,48.5,Republican,49,1,-0.5,11/6/12,49.9,49.03,0.87,1.37,-1.37,0,NA
5386136,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Public Policy Polling,NA,10/27/12,687,Democrat,49,Republican,48,NA,1,11/6/12,49.9,49.03,0.87,0.13,0.13,1,NA
5386137,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/27/12,827,Democrat,47,Republican,48,NA,-1,11/6/12,49.9,49.03,0.87,1.87,-1.87,0,aka JZ Analytics (online)
5386138,2012_Pres-G_GA,2012,GA,Pres-G,Pres-G,SurveyUSA,NA,10/27/12,574,Democrat,44,Republican,52,NA,-8,11/6/12,45.39,53.19,-7.8,0.2,-0.2,1,NA
5386139,2012_Pres-G_IN,2012,IN,Pres-G,Pres-G,Pharos Research Group,NA,10/27/12,753,Democrat,42,Republican,55,NA,-13,11/6/12,43.84,54.04,-10.2,2.8,-2.8,1,NA
